Rotate,GeneticAvg,LPT,GeneticIter,GeneticMedian,FileName,Genetic,Optimum,mutIter,normIter,iterNum
43611,38316.75,38321,4,38317.0,instances/testing/m15n1000,38316,38316,128,2,100000
43611,38317.0,38321,10,38317.0,instances/testing/m15n1000,38317,38316,256,2,100000
43611,38316.6666667,38321,3,38317.0,instances/testing/m15n1000,38316,38316,512,2,100000
43611,38317.0,38321,10,38317.0,instances/testing/m15n1000,38317,38316,1024,2,100000
13865,10942.0,10942,10,10942.0,instances/testing/m55n1000,10942,10925,100,1,100000
13865,10928.8,10942,10,10929.0,instances/testing/m55n1000,10928,10925,100,2,100000
13865,10929.5,10942,10,10929.5,instances/testing/m55n1000,10928,10925,100,4,100000
13865,10931.3,10942,10,10931.0,instances/testing/m55n1000,10930,10925,100,8,100000
13865,10932.6,10942,10,10933.0,instances/testing/m55n1000,10931,10925,100,16,100000
13865,10929.1,10942,10,10929.0,instances/testing/m55n1000,10928,10925,64,2,100000
13865,10928.7,10942,10,10929.0,instances/testing/m55n1000,10928,10925,128,2,100000
13865,10927.8,10942,10,10928.0,instances/testing/m55n1000,10927,10925,256,2,100000
13865,10927.5,10942,10,10927.5,instances/testing/m55n1000,10927,10925,512,2,100000
13865,10927.1,10942,10,10927.0,instances/testing/m55n1000,10927,10925,1024,2,100000
18936,16437.8,16438,10,16438.0,instances/testing/m35n1000,16436,16426,100,1,100000
18936,16428.6,16438,10,16429.0,instances/testing/m35n1000,16428,16426,100,2,100000
18936,16429.5,16438,10,16429.5,instances/testing/m35n1000,16429,16426,100,4,100000
18936,16430.8,16438,10,16431.0,instances/testing/m35n1000,16430,16426,100,8,100000
18936,16431.5,16438,10,16432.0,instances/testing/m35n1000,16430,16426,100,16,100000
18936,16429.0,16438,10,16429.0,instances/testing/m35n1000,16429,16426,64,2,100000
18936,16428.2,16438,10,16428.0,instances/testing/m35n1000,16428,16426,128,2,100000
18936,16428.0,16438,10,16428.0,instances/testing/m35n1000,16428,16426,256,2,100000
18936,16428.0,16438,10,16428.0,instances/testing/m35n1000,16428,16426,512,2,100000
18936,16427.3,16438,10,16427.0,instances/testing/m35n1000,16427,16426,1024,2,100000
215266,207739.0,207739,10,207739.0,instances/testing/m10n4000,207739,207738,100,1,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,100,2,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,100,4,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,100,8,100000
215266,207738.5,207739,2,207738.5,instances/testing/m10n4000,207738,207738,100,16,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,64,2,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,128,2,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,256,2,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,512,2,100000
215266,207738.0,207739,1,207738.0,instances/testing/m10n4000,207738,207738,1024,2,100000
376449,365249.0,365249,10,365249.0,instances/testing/m10n7000,365249,365248,100,1,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,100,2,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,100,4,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,100,8,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,100,16,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,64,2,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,128,2,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,256,2,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,512,2,100000
376449,365248.0,365249,1,365248.0,instances/testing/m10n7000,365248,365248,1024,2,100000
17092,13887.9,13888,10,13888.0,instances/testing/m45n1000,13887,13868,100,1,100000
17092,13871.0,13888,10,13871.0,instances/testing/m45n1000,13870,13868,100,2,100000
17092,13872.6,13888,10,13873.0,instances/testing/m45n1000,13872,13868,100,4,100000
17092,13874.1,13888,10,13874.0,instances/testing/m45n1000,13873,13868,100,8,100000
17092,13874.8,13888,10,13875.0,instances/testing/m45n1000,13874,13868,100,16,100000
17092,13871.7,13888,10,13872.0,instances/testing/m45n1000,13871,13868,64,2,100000
17092,13870.9,13888,10,13871.0,instances/testing/m45n1000,13870,13868,128,2,100000
17092,13870.6,13888,10,13871.0,instances/testing/m45n1000,13870,13868,256,2,100000
17092,13870.0,13888,10,13870.0,instances/testing/m45n1000,13870,13868,512,2,100000
17092,13869.9,13888,10,13870.0,instances/testing/m45n1000,13869,13868,1024,2,100000
328317,315490.0,315490,10,315490.0,instances/testing/m10n6000,315490,315489,100,1,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,100,2,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,100,4,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,100,8,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,100,16,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,64,2,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,128,2,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,256,2,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,512,2,100000
328317,315489.0,315490,1,315489.0,instances/testing/m10n6000,315489,315489,1024,2,100000
2766,2079.9,2143,10,2078.5,instances/testing/m400n1100,2078,1989,100,1,100000
2766,2026.9,2143,10,2027.5,instances/testing/m400n1100,2024,1989,100,2,100000
2766,2045.1,2143,10,2045.0,instances/testing/m400n1100,2039,1989,100,4,100000
2766,2059.7,2143,10,2061.5,instances/testing/m400n1100,2049,1989,100,8,100000
2766,2069.6,2143,10,2069.5,instances/testing/m400n1100,2065,1989,100,16,100000
2766,2027.4,2143,10,2027.0,instances/testing/m400n1100,2024,1989,64,2,100000
2766,2028.0,2143,10,2027.0,instances/testing/m400n1100,2023,1989,128,2,100000
2766,2026.8,2143,10,2026.0,instances/testing/m400n1100,2023,1989,256,2,100000
2766,2032.4,2143,10,2033.0,instances/testing/m400n1100,2026,1989,512,2,100000
2766,2042.5,2143,10,2041.0,instances/testing/m400n1100,2032,1989,1024,2,100000
532970,524089.0,524089,10,524089.0,instances/testing/m10n10000,524089,524088,100,1,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,100,2,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,100,4,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,100,8,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,100,16,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,64,2,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,128,2,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,256,2,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,512,2,100000
532970,524088.0,524089,1,524088.0,instances/testing/m10n10000,524088,524088,1024,2,100000
473627,458771.0,458771,10,458771.0,instances/testing/m10n9000,458771,458770,100,1,100000
473627,458770.0,458771,1,458770.0,instances/testing/m10n9000,458770,458770,100,2,100000
473627,458770.0,458771,1,458770.0,instances/testing/m10n9000,458770,458770,100,4,100000
